epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,814.981,1.68526,2.59457,1.25525,0.88213,0.17188,0.27295,0.1064,2.07853,2.85588,1.56802,4.73919e-05,4.73919e-05,4.73919e-05
54,828.963,1.93296,2.67189,1.38094,0.88213,0.17188,0.27295,0.1064,2.07853,2.85588,1.56802,4.58416e-05,4.58416e-05,4.58416e-05
55,843.735,1.75144,2.66243,1.28176,0.88436,0.17094,0.27545,0.10533,2.08639,2.82336,1.57238,4.4296e-05,4.4296e-05,4.4296e-05
56,857.129,1.82199,2.7526,1.28527,0.88436,0.17094,0.27545,0.10533,2.08639,2.82336,1.57238,4.27565e-05,4.27565e-05,4.27565e-05
57,877.854,1.83468,2.67948,1.38968,0.88106,0.16951,0.29185,0.11328,2.08998,2.7869,1.57572,4.12246e-05,4.12246e-05,4.12246e-05
58,892.225,2.11383,2.75947,1.46325,0.88106,0.16951,0.29185,0.11328,2.08998,2.7869,1.57572,3.97019e-05,3.97019e-05,3.97019e-05
59,909.503,1.75637,2.60507,1.22806,0.88106,0.16951,0.29185,0.11328,2.08998,2.7869,1.57572,3.81899e-05,3.81899e-05,3.81899e-05
60,922.259,1.75479,2.60177,1.28345,0.88948,0.17236,0.31063,0.119,2.09642,2.76224,1.58025,3.66899e-05,3.66899e-05,3.66899e-05
61,933.363,1.67506,2.60133,1.2614,0.88948,0.17236,0.31063,0.119,2.09642,2.76224,1.58025,3.52037e-05,3.52037e-05,3.52037e-05
62,952.605,1.75006,2.6139,1.31696,0.88948,0.17236,0.31063,0.119,2.09642,2.76224,1.58025,3.37325e-05,3.37325e-05,3.37325e-05
63,965.042,1.70578,2.59398,1.30024,0.89016,0.17397,0.31722,0.12091,2.10021,2.73785,1.58397,3.22778e-05,3.22778e-05,3.22778e-05
64,979.558,1.77827,2.51448,1.24116,0.89016,0.17397,0.31722,0.12091,2.10021,2.73785,1.58397,3.08412e-05,3.08412e-05,3.08412e-05
65,991.479,1.84956,2.56596,1.38771,0.88896,0.17112,0.33129,0.12672,2.10199,2.71866,1.58609,2.94239e-05,2.94239e-05,2.94239e-05
66,1007.26,1.85536,2.72289,1.37362,0.88896,0.17112,0.33129,0.12672,2.10199,2.71866,1.58609,2.80275e-05,2.80275e-05,2.80275e-05
67,1021.3,1.92214,2.5937,1.35993,0.88896,0.17112,0.33129,0.12672,2.10199,2.71866,1.58609,2.66532e-05,2.66532e-05,2.66532e-05
68,1037.87,1.82324,2.65776,1.34565,0.88971,0.17289,0.34883,0.13219,2.10072,2.69928,1.58554,2.53024e-05,2.53024e-05,2.53024e-05
69,1049.95,1.74252,2.62769,1.21762,0.88971,0.17289,0.34883,0.13219,2.10072,2.69928,1.58554,2.39766e-05,2.39766e-05,2.39766e-05
70,1066.97,1.77948,2.57187,1.24197,0.88971,0.17289,0.34883,0.13219,2.10072,2.69928,1.58554,2.26769e-05,2.26769e-05,2.26769e-05
71,1079.43,1.78206,2.48285,1.32044,0.89063,0.17094,0.3393,0.12771,2.10507,2.68635,1.58917,2.14046e-05,2.14046e-05,2.14046e-05
